Canne à pêche en if;Menuisier;25;Outil principal de pêcheur;1 Branche d'if, 1 Fluide de méduse, 1 Lingot de fer, 1 Madrier d'if;2 Éclat de glace, 2 Éclat de vent;1;89;70;1296
Arc composite;Menuisier;26;Arme d'archer;1 Bois de cerf, 3 Madrier de frêne, 1 Tendon robuste;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332
Canne pastorale en if;Menuisier;26;Arme à deux mains d'élémentaliste;1 Fil de chanvre, 1 Formule de croissance bêta, 1 Lingot de laiton, 1 Madrier d'if, 1 Sang de bête;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332
Bouclier rond aux vipères croisées;Menuisier;26;Bouclier;1 Cuir de bouquetin, 1 Lingot de fer, 1 Madrier de noyer, 1 Rivets en fer;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332
Fourche de combat en argent;Menuisier;27;Arme d'hast;1 Huile de crabe, 1 Lingot d'argent, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;91;70;1368
Macuahuitl en orme;Menuisier;28;Arme de gladiateur;2 Madrier d'orme, 4 Éclat d'obsidienne;2 Éclat de glace, 3 Éclat de vent;1;100;70;1498
Hallebarde;Menuisier;29;Arme d'hast;1 Cuir de bouquetin, 1 Lingot d'acier, 1 Lingot de fer, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544
Canne en noyer;Menuisier;29;Arme à deux mains d'élémentaliste;1 Formule de croissance bêta, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544
Canne à pêche en bois de cerf;Menuisier;29;Outil principal de pêcheur;1 Bois de cerf, 1 Branche d'if, 1 Lingot d'acier, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544
Hast en acier;Menuisier;30;Arme d'hast;1 Huile de crabe, 1 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 3 Éclat de vent;1;102;70;1584
Crosse corbeau;Menuisier;30;Arme à deux mains d'élémentaliste;1 Crosse en if, 1 Plume de corbeau, 1 Sang de reptile;3 Éclat de glace, 3 Éclat de vent;1;153;70;1188
Arc de cavalerie en frêne;Menuisier;31;Arme d'archer;1 Branche de chêne, 1 Lingot d'acier, 2 Madrier de frêne, 1 Tendon flexible;3 Éclat de glace, 3 Éclat de vent;1;106;80;1670
Madrier de chêne;Menuisier;32;Bois;3 Rondin de chêne;3 Éclat de vent;1;55;40;1697
Canne à pêche en noyer;Menuisier;32;Outil principal de pêcheur;1 Branche de chêne, 1 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 3 Éclat de vent;1;110;80;1697
Rouet en noyer;Menuisier;33;Outil secondaire de couturier;2 Madrier de noyer, 2 Rivets en acier;3 Éclat de glace, 4 Éclat de vent;1;111;80;1757
Patins en noyer;Menuisier;33;Pieds;1 Cuir de bouquetin, 1 Madrier de noyer, 1 Étoffe de veloutine;3 Éclat de glace, 4 Éclat de vent;1;111;80;1757
Macuahuitl en noyer;Menuisier;34;Arme de gladiateur;1 Madrier de noyer, 2 Éclat d'obsidienne de wyverne;3 Éclat de glace, 4 Éclat de vent;1;115;80;1811
Meule en siltstone;Menuisier;34;Outil secondaire d'orfèvre;1 Lingot d'acier, 1 Madrier de noyer, 1 Siltstone;3 Éclat de glace, 4 Éclat de vent;1;115;80;1811
Lance lourde en acier;Menuisier;35;Arme d'hast;1 Cuir de crapaud, 2 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853
Arc long en chêne;Menuisier;35;Arme d'archer;2 Branche de frêne, 1 Fil de lin, 1 Lingot d'acier, 1 Madrier de chêne;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853
Radicelle en chêne;Menuisier;35;Arme à deux mains d'élémentaliste;1 Branche de chêne, 1 Sang de reptile, 1 Telline du levant;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853
Bouclier carré de collection;Menuisier;35;Bouclier;1 Bouclier carré vermoulu, 1 Cuir, 1 Madrier d'orme, 1 Rivets en bronze, 1 Vinaigre de cidre;1 Cristal de vent;1;123;80;1853
Harpon yarzon;Menuisier;36;Arme d'hast;1 Glu de poisson, 1 Madrier de noyer, 1 Patte de yarzon brun, 1 Plume de tetrax;4 Éclat de glace, 4 Éclat de vent;1;124;80;1882
Arc de cavalerie en mithril;Menuisier;36;Arme d'archer;1 Branche de chêne, 1 Lingot de mithril, 2 Madrier de chêne, 1 Tendon d'acarus;4 Éclat de glace, 4 Éclat de vent;1;124;80;1882
Canne pastorale en chêne;Menuisier;37;Arme à deux mains d'élémentaliste;1 Fil de coton, 1 Formule de croissance gamma, 1 Lingot de laiton, 1 Madrier de chêne, 1 Sang de reptile;4 Éclat de glace, 4 Éclat de vent;1;128;80;1905
Canne à pêche en corne;Menuisier;37;Outil principal de pêcheur;1 Canne à pêche en noyer, 1 Corne de bouquetin, 1 Huile de poisson, 1 Lingot d'acier;4 Éclat de glace, 4 Éclat de vent;1;192;80;1428
Lance en mithril;Menuisier;38;Arme d'hast;1 Cuir de sanglier, 2 Lingot de mithril, 1 Madrier de chêne;4 Éclat de glace, 4 Éclat de vent;1;129;80;1961
Canne de collection;Menuisier;38;Arme à deux mains d'élémentaliste;1 Canne endommagée, 1 Formule de croissance gamma;1 Cristal de vent;1;129;80;1961
Madrier d'acajou;Menuisier;39;Bois;3 Rondin d'acajou;5 Éclat de vent;1;68;40;2026
Patins en chêne;Menuisier;39;Pieds;1 Cuir de sanglier, 1 Madrier de chêne, 1 Étoffe de laine;4 Éclat de glace, 5 Éclat de vent;1;137;80;2026
Arc composite en chêne;Menuisier;40;Arme d'archer;1 Corne de bouquetin, 3 Madrier de chêne, 1 Tendon flexible;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050
Rouet en acajou;Menuisier;40;Outil secondaire de couturier;2 Madrier d'acajou, 2 Rivets en mithril;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050
Canne à pêche en acajou;Menuisier;40;Outil principal de pêcheur;1 Branche de chêne, 1 Lingot de mithril, 1 Madrier d'acajou;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050
Macuahuitl à plumet;Menuisier;41;Arme de gladiateur;1 Madrier de chêne, 1 Plume de tetrax, 3 Éclat d'obsidienne de wyverne;4 Éclat de glace, 5 Éclat de vent;1;143;80;2109
Radicelle feuillue en palissandre;Menuisier;42;Arme à deux mains d'élémentaliste;1 Branche de palissandre, 1 Sang de conscient, 1 Éclat d'obsidienne de wyverne;5 Éclat de glace, 5 Éclat de vent;1;144;80;2147
Meule en grenat;Menuisier;43;Outil secondaire d'orfèvre;1 Grenat brut, 1 Lingot de mithril, 1 Madrier d'acajou;5 Éclat de glace, 5 Éclat de vent;1;155;80;2251
Bouclier rond de collection;Menuisier;43;Bouclier;1 Bouclier rond vermoulu, 1 Grès, 1 Lanoline, 2 Madrier d'acajou, 1 Rivets en fer;1 Cristal de vent;1;155;80;2251
Hallebarde en cobalt;Menuisier;44;Arme d'hast;1 Cuir de sanglier, 1 Lingot d'argent, 1 Lingot de cobalt, 1 Madrier de chêne;5 Éclat de glace, 5 Éclat de vent;1;156;80;2277
Crosse en jade;Menuisier;44;Arme à deux mains d'élémentaliste;1 Glu de démon, 1 Jadéite, 1 Madrier d'acajou, 1 Sang de conscient;5 Éclat de glace, 5 Éclat de vent;1;156;80;2277
Madrier de palissandre;Menuisier;45;Bois;3 Rondin de palissandre;6 Éclat de vent;1;79;40;2309
Arc revêtu de cobalt;Menuisier;45;Arme d'archer;1 Arc de cavalerie en mithril, 1 Lingot de cobalt, 1 Tendon de raptor;5 Éclat de glace, 6 Éclat de vent;1;237;80;1731
Rouet en palissandre;Menuisier;45;Outil secondaire de couturier;2 Madrier de palissandre, 2 Rivets en cobalt;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309
Canne à pêche en palissandre;Menuisier;45;Outil principal de pêcheur;1 Branche de palissandre, 1 Huile de crabe, 1 Lingot de mithril, 1 Madrier de palissandre;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309
Bouclier rond d'azur à l'aigle d'or;Menuisier;45;Bouclier;1 Cuir de sanglier, 1 Lingot de cobalt, 1 Madrier d'acajou, 1 Rivets en cobalt;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309
Guisarme de collection;Menuisier;45;Arme d'hast;1 Glu de démon, 1 Guisarme ébréchée, 1 Madrier d'orme, 1 Pierre à aiguiser en siltstone;1 Cristal de glace;1;158;80;2309
Arc long en if;Menuisier;46;Arme d'archer;2 Branche d'if, 1 Essence de girofle, 1 Madrier de palissandre, 1 Tendon de raptor;5 Éclat de glace, 6 Éclat de vent;1;159;80;2372
Trident;Menuisier;47;Arme d'hast;1 Huile de requin, 3 Lingot de cobalt, 1 Madrier d'acajou;5 Éclat de glace, 6 Éclat de vent;1;167;80;2421
Meule basilic;Menuisier;47;Outil secondaire d'orfèvre;1 Lingot de cobalt, 1 Madrier de palissandre, 1 Œuf de basilic;5 Éclat de glace, 6 Éclat de vent;1;167;80;2421
Arc de collection;Menuisier;47;Arme d'archer;1 Arc endommagé, 1 Madrier de palissandre;1 Cristal de vent;1;167;80;2421
Canne pastorale en acajou;Menuisier;48;Arme à deux mains d'élémentaliste;1 Fil de la rosée, 1 Formule de croissance gamma, 1 Lingot de mithril, 1 Madrier d'acajou, 1 Sang de conscient;6 Éclat de glace, 6 Éclat de vent;1;172;80;2524
Canne à pêche en palissandre renforcée;Menuisier;48;Outil principal de pêcheur;1 Canne à pêche en palissandre, 1 Huile de requin, 1 Lingot d'électrum, 1 Lingot de mithril;6 Éclat de glace, 6 Éclat de vent;1;258;80;1893
Patins en acajou;Menuisier;48;Pieds;1 Cuir de sanglier, 1 Madrier d'acajou, 1 Étoffe de feutre;6 Éclat de glace, 6 Éclat de vent;1;172;80;2524
Guisarme de daguet;Menuisier;49;Arme d'hast;1 Glu de démon, 2 Lingot de cobalt, 1 Madrier de palissandre;6 Éclat de glace, 6 Éclat de vent;1;174;80;2551
Arc crabe;Menuisier;49;Arme d'archer;1 Arc composite en chêne, 1 Carapace de mégalocrabe verte, 1 Corail rouge, 1 Corne de bouquetin;6 Éclat de glace, 6 Éclat de vent;1;261;80;1913
Madrier d'épicéa;Menuisier;50;Bois;3 Rondin d'épicéa;3 Cristal de vent;1;97;40;2646
Lance de champion;Menuisier;50;Arme d'hast;1 Lame de lance ensanglantée, 1 Madrier d'épicéa;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646
Arc composite double-allonge;Menuisier;50;Arme d'archer;1 Branches d'arc ensanglantées, 1 Madrier d'épicéa;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646
Meule de milicien;Menuisier;50;Outil secondaire d'orfèvre;1 Madrier d'épicéa, 1 Pépite de sombracier, 1 Roche astrale;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646
Rouet de milicien;Menuisier;50;Outil secondaire de couturier;2 Madrier d'épicéa, 2 Rivets en cobalt;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646
Madrier d'épicéa durci;Menuisier;50;Bois;2 Madrier d'épicéa, 9 Sève durcie;1 Agrégat de vent;1;116;40;2921
Branches de Sarnga;Menuisier;50;Composant;1 Madrier d'épicéa durci, 2 Pépite de sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921
Sarnga;Menuisier;50;Arme d'archer;1 Branches de Sarnga, 3 Madrier d'épicéa, 1 Pépite de sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921
Bouclier rond en épicéa;Menuisier;50;Bouclier;1 Madrier d'épicéa durci, 1 Pépite de sombracier, 2 Rivets en sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921
Patins en épicéa;Menuisier;50;Pieds;1 Caoutchouc impérial, 1 Cuir de raptor, 1 Madrier d'épicéa durci, 1 Étoffe de feutre;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921
Balai magique;Menuisier;50;Divers;1 Genêt, 5 Tige de bambou;1 Agrégat de glace, 1 Agrégat de vent;30;116;80;2921
Rouleau d'orchestrion vierge II;Menuisier;50;Rouleau pour orchestrion;1 Potasse, 1 Rondin d'épicéa, 1 Rondin de cyprès;7 Cristal de vent;1;222;40;4980
Balai enchanté;Menuisier;50;Mascotte;1 Branche de palissandre, 1 Genêt, 1 Madrier de morta, 1 Noix luisante;99 Éclat de vent;1;222;80;4980
Madrier de cèdre;Menuisier;51;Bois;5 Rondin de cèdre;3 Cristal de vent;1;169;40;3951
Trident en mithrite;Menuisier;51;Arme d'hast;1 Cuir d'archéornis, 1 Glu d'entité, 1 Madrier de cèdre, 2 Pépite de mithrite;2 Cristal de glace, 3 Cristal de vent;1;421;80;4561
Arc long en cèdre;Menuisier;51;Arme d'archer;2 Branche de cèdre, 1 Fil arc-en-ciel, 1 Madrier de cèdre, 1 Pépite de mithrite;2 Cristal de glace, 3 Cristal de vent;1;421;80;4561
Crosse en cèdre;Menuisier;51;Arme à deux mains d'élémentaliste;1 Branche de cèdre, 1 Cuir d'archéornis, 1 Dent de yéti, 1 Lingot d'électrum;2 Cristal de glace, 3 Cristal de vent;1;421;80;4561
Madrier de cèdre sacré;Menuisier;52;Bois;2 Eau sacrée, 1 Madrier de cèdre;3 Cristal de vent;1;251;40;5172
Canne de combat en mithrite;Menuisier;52;Arme d'hast;1 Glu d'entité, 2 Lingot de mithrite, 1 Madrier de cèdre sacré, 2 Pépite d'or rose;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172
Arc composite en cèdre sacré;Menuisier;52;Arme d'archer;1 Branche de cèdre, 1 Cuir de wyverne, 1 Fil arc-en-ciel, 2 Lingot de mithrite, 1 Madrier de cèdre sacré;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172
Canne à pêche en cèdre;Menuisier;52;Outil principal de pêcheur;1 Branche de cèdre, 2 Madrier de cèdre, 2 Pépite de mithrite;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172
Meule astrale;Menuisier;53;Outil secondaire d'orfèvre;2 Madrier de cèdre sacré, 1 Pépite de mithrite, 2 Roche astrale;3 Cristal de glace, 4 Cristal de vent;1;586;80;5783
Rouet en cèdre sacré;Menuisier;53;Outil secondaire de couturier;3 Madrier de cèdre sacré, 2 Rivets en mithrite;3 Cristal de glace, 4 Cristal de vent;1;586;80;5783
Armilles en cèdre sacré;Menuisier;53;Bracelet;2 Madrier de cèdre sacré, 1 Vernis;3 Cristal de glace, 4 Cristal de vent;1;586;80;5783
Bague en cèdre sacré;Menuisier;53;Bague;1 Madrier de cèdre sacré, 1 Vernis;3 Cristal de glace, 4 Cristal de vent;1;586;80;5783
Madrier de châtaignier sombre;Menuisier;54;Bois;5 Rondin de châtaignier sombre;4 Cristal de vent;1;320;40;6042
Lance en titane;Menuisier;54;Arme d'hast;1 Cuir de dhalmel, 1 Glu d'entité, 1 Madrier de châtaignier sombre, 2 Pépite de titane;3 Cristal de glace, 4 Cristal de vent;1;641;80;6042
Arc long en châtaignier sombre;Menuisier;54;Arme d'archer;2 Branche de châtaignier sombre, 1 Cuir de dhalmel, 1 Fil de ramie, 1 Madrier de châtaignier sombre, 1 Pépite de titane;3 Cristal de glace, 4 Cristal de vent;1;641;80;6042
Sceptre en châtaignier sombre;Menuisier;54;Arme à deux mains d'élémentaliste;1 Branche de châtaignier sombre, 3 Formule de croissance epsilon, 1 Madrier de châtaignier sombre;3 Cristal de glace, 4 Cristal de vent;1;641;80;6042
Collier en cèdre sacré;Menuisier;54;Collier;2 Madrier de cèdre sacré, 1 Vernis;3 Cristal de glace, 4 Cristal de vent;1;641;80;6042
Canne à pêche en châtaignier sombre;Menuisier;55;Outil principal de pêcheur;2 Branche de châtaignier sombre, 1 Cuir de dhalmel, 1 Madrier de châtaignier sombre, 2 Pépite de durargent;4 Cristal de glace, 4 Cristal de vent;1;697;70;6301
Madrier de châtaignier sanctifié;Menuisier;56;Bois;2 Eau sanctifiée, 1 Madrier de châtaignier sombre;5 Cristal de vent;1;376;35;6561
Fourche en titane;Menuisier;56;Arme d'hast;1 Cuir de dragon, 3 Lingot de titane, 1 Madrier de châtaignier sanctifié, 1 Super glu;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Arc composite en châtaignier sanctifié;Menuisier;56;Arme d'archer;1 Branche de châtaignier sombre, 1 Fil de ramie, 1 Lingot d'électrum, 2 Lingot de durargent, 2 Madrier de châtaignier sanctifié;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Meule en mica blanc;Menuisier;56;Outil secondaire d'orfèvre;2 Madrier de châtaignier sombre, 2 Pierre à aiguiser en mica blanc, 1 Pépite de durargent;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Rouet en châtaignier sombre;Menuisier;56;Outil secondaire de couturier;3 Madrier de châtaignier sombre, 2 Rivets en titane;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Masque de pisteur en châtaignier sanctifié;Menuisier;56;Tête;1 Dissolvant de dextérité I, 1 Lingot de durargent, 1 Madrier de châtaignier sanctifié, 1 Spinelle, 1 Super glu;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Masque d'incantateur en châtaignier sanctifié;Menuisier;56;Tête;1 Dissolvant d'intelligence I, 1 Lingot de durargent, 1 Madrier de châtaignier sanctifié, 1 Super glu, 1 Tourmaline;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Masque de soigneur en châtaignier sanctifié;Menuisier;56;Tête;1 Dissolvant d'esprit I, 1 Lingot de durargent, 1 Madrier de châtaignier sanctifié, 1 Super glu, 1 Turquoise;4 Cristal de glace, 5 Cristal de vent;1;752;70;6561
Canne à pêche en châtaignier sanctifié;Menuisier;57;Outil principal de pêcheur;2 Branche de châtaignier sombre, 2 Lingot de durargent, 1 Madrier de châtaignier sanctifié;4 Cristal de glace, 5 Cristal de vent;1;808;70;6820
Bague en châtaignier sanctifié;Menuisier;57;Bague;1 Madrier de châtaignier sanctifié, 1 Vernis;4 Cristal de glace, 5 Cristal de vent;1;808;70;6820
Madrier de bouleau;Menuisier;58;Bois;5 Rondin de bouleau;5 Cristal de vent;1;431;35;7080
Hast en adamantium;Menuisier;58;Arme d'hast;1 Cuir d'amphiptère, 1 Madrier de bouleau, 1 Pépite d'adamant, 2 Pépite d'aurum regis, 1 Super glu;5 Cristal de glace, 5 Cristal de vent;1;863;70;7080
Arc long en bouleau;Menuisier;58;Arme d'archer;2 Branche de bouleau, 1 Fil de ramie, 1 Madrier de bouleau, 2 Pépite d'adamant, 1 Étoffe de feutre chimérique;5 Cristal de glace, 5 Cristal de vent;1;863;70;7080
Signum en bouleau;Menuisier;58;Arme à deux mains d'élémentaliste;2 Branche de bouleau, 2 Fil de ramie, 1 Formule de croissance zêta, 1 Madrier de bouleau, 1 Étoffe de feutre chimérique;5 Cristal de glace, 5 Cristal de vent;1;863;70;7080
Armilles en châtaignier sanctifié;Menuisier;58;Bracelet;2 Madrier de châtaignier sanctifié, 1 Vernis;5 Cristal de glace, 5 Cristal de vent;1;863;70;7080
Meule en écaille de dragon;Menuisier;59;Outil secondaire d'orfèvre;2 Madrier de bouleau, 1 Pépite d'aurum regis, 2 Écailles de dragon;5 Cristal de glace, 5 Cristal de vent;1;919;70;7339
Rouet en bouleau;Menuisier;59;Outil secondaire de couturier;3 Madrier de bouleau, 2 Rivets en adamantium;5 Cristal de glace, 5 Cristal de vent;1;919;70;7339
